Sentence	B	W	A	H	Abs
Forward LaMarcus Aldridge upped his production in the absence of big man Pau Gasol ( rest ) , dropping 18 points , 14 rebounds , and six assists .	1	1	0	0	PROPN-PERSON NUM-TIME NOUN-TIME NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL PUNCT-.
Tyson Chandler managed his first double - double since February 20th , compiling 14 points and 12 rebounds in 27 minutes .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Pachulia collected 16 points , 12 rebounds and three steals to pick up his 10th double - double of the season .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL DET-DATE NOUN-DATE PUNCT-.
In what was likely his final game at Staples_Center , Metta World_Peace led the team in scoring with 18 points on 7 - of - 17 shooting in just 25 minutes .	1	1	1	0	PROPN-PERSON DET-WORK_OF_ART PROPN-WORK_OF_ART PROPN-Rockets NUM-CARDINAL PUNCT-.
With Dwyane Wade sitting out , Mario Chalmers got pushed into the starting lineup , where he took advantage of the extra playing time and recorded his fourth double - double of the season with 11 points ( 5 - 13 FG , 0 - 3 3Pt , 1 - 4 FT ) and 10 assists .	1	1	1	0	PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
Joakim Noah , who returned from a four - game absence , had six points and seven rebounds in 23 minutes .	1	0	1	0	NUM-MONEY NOUN-MONEY NUM-CARDINAL PUNCT-.
New_York announced that they 'd be without Carmelo Anthony for rest purposes , and were already missing Kristaps Porzingis ( back ) and Derrick Rose ( knee ) .	0	0	1	1	PROPN-PERSON NUM-CARDINAL PUNCT-.
Kemba Walker returned from a one - game absence for personal reasons to post an 18 - point , 10 - assist double - double , while Cody Zeller fashioned a 16 - point , 11 - rebound double - double of his own .	1	1	1	0	PROPN-GPE NUM-CARDINAL PROPN-GPE ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Joakim Noah did n't record an assist , but Pau Gasol compiled his league - leading 32nd double - double , finishing with 20 points , 15 rebounds , four assists , and three blocks in just 28 minutes .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-GPE PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Ian Mahinmi returned from a three - game absence due to ankle and heel ailments to post a 12 - point , 10 - rebound double - double , which he complemented with a pair of assists and a pair of steals .	1	1	1	0	PROPN-PERSON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Porzingis did finish strong on the shooting end to salvage what was close to his worst shooting performance of the season , as the lanky rookie scored 21 points on 10 - of - 23 shooting , to go along with 13 rebounds , two assists and two blocks .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Brook Lopez , playing just his second game since returning from a foot injury , had 10 [ points and five rebounds but shot only 5 - of - 14 from the floor .	1	0	1	0	PROPN-PERSON NUM-CARDINAL ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
Kevin Durant returned from a six - game absence due to an ankle sprain and put up a season - high 44 points in 40 minutes .	1	0	1	0	PROPN-PERSON PROPN-DATE PROPN-PERSON PUNCT-.
He 's really stepped up with Ibaka out , and has recorded six double - doubles in a row , while averaging 21 points and 12 rebounds during that span .	0	0	1	0	NUM-CARDINAL PROPN-ORG NUM-CARDINAL ADV-CARDINAL NUM-CARDINAL PUNCT-.
Miami ( 9 - 18 ) saw its struggles continue despite a valiant second - half effort on Friday .	1	1	1	0	PROPN-PERSON ADV-TIME NUM-TIME NOUN-TIME PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PUNCT-.
Jose Calderon ( calf ) made his season debut and was slotted directly into the starting lineup .	1	0	1	0	PROPN-PERSON DET-DATE NOUN-DATE PROPN-PERSON NUM-CARDINAL PUNCT-.
J.R. Smith ( heel ) returned to the court , playing 17 minutes off the bench , but they were still without Amar ' e Stoudemire ( knee ) , Samuel Dalembert ( ankle ) and Iman Shumpert ( shoulder ) .	1	1	0	0	PROPN-GPE PROPN-PERSON PROPN-DATE PROPN-PERSON NUM-PERCENT NOUN-PERCENT PUNCT-.
Kevin Durant , meanwhile , continued to perform with his new team , leading the game with 27 points .	1	1	1	0	PROPN-PERSON PROPN-DATE NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PUNCT-.
The Thunder ( 41 - 31 ) had a few days off before this matchup , but they simply were n't prepared for this Rockets attack .	1	1	1	0	DET-ORG PROPN-ORG PUNCT-ORG X-CARDINAL_COMPARISON PROPN-GPE PROPN-PERSON PUNCT-.
Meanwhile , George Hill missed his third - straight game with a thumb injury .	0	0	1	0	NUM-CARDINAL PROPN-PERSON PART-PERSON PROPN-PERSON ADV-DATE ADP-DATE DET-DATE NOUN-DATE PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
Monroe posted a second double - double in two tries against his former Pistons teammates , tallying 14 points and 13 rebounds .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Jimmy Butler 's 25 points led Chicago , while Dwyane Wade bounced back from some migraine issues in his last game to tally 20 points .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Mbah_a_Moute came off the bench in his return , finishing with six points and three rebounds in 25 minutes .	1	0	0	0	DET-ORG PROPN-ORG NOUN-ORG NUM-CARDINAL ADV-ORDINAL PROPN-PERSON PUNCT-.
McCollum added 18 points on 8 - of - 17 shooting , to go along with three assists and one board .	1	0	0	0	PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-GPE X-CARDINAL_COMPARISON ADJ-ORDINAL DET-DATE ADJ-DATE NOUN-DATE PUNCT-.
With the Sun setting on Phoenix 's playoff hopes , the Suns picked up a huge victory over one of the NBA 's hottest teams .	0	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-TIME NOUN-TIME ADJ-ORDINAL ADV-CARDINAL NUM-CARDINAL PUNCT-.
The Suns fell down by seven in a 14 - point first quarter , and they simply couldn ’ t bounce back after that .	0	1	0	0	PROPN-PERSON PART-PERSON PROPN-ORG PROPN-DATE PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
The Thunder ( 38 - 29 ) got their winning streak up to three games with this victory , as Russell Westbrook continues to add triple - doubles under his belt .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-GPE PROPN-PERSON PUNCT-.
Derrick Favors came off the bench in his second game back from injury and logged an equal 20 minutes to his performance on Monday .	1	0	1	0	PROPN-PERSON PROPN-ORG ADJ-ORDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Kevin Durant was not far behind his counterpart after registering 27 points , 10 rebounds and six assists on 8 - of - 17 shooting , which led all Thunder scorers in the contest .	1	1	0	0	DET-EVENT PROPN-EVENT X-CARDINAL_COMPARISON PROPN-PERSON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
That 's a recipe for disaster and they could n't quite bounce - back with that adversity .	0	1	0	0	PROPN-PERSON NOUN-TIME DET-DATE ADJ-DATE NOUN-DATE NOUN-half PUNCT-.
Elfrid Payton continued his great form off the bench , as he accumulated 16 points , four rebounds and seven assists .	1	0	1	0	PROPN-GPE PROPN-PERSON PUNCT-.
Portland ( 13 - 17 ) is heading in the wrong direction , having now lost seven of its last eight .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON PART-PERSON NUM-CARDINAL PROPN-PERSON ADJ-DATE NUM-DATE PUNCT-.
Bradley Beal celebrated his return to the starting lineup with a 12 - point , three - assist , two - rebound effort .	1	1	0	0	PROPN-ORG NUM-TIME NOUN-TIME NUM-CARDINAL PROPN-PERSON DET-DATE VERB-DATE NOUN-DATE PUNCT-.
Rookie Marquese Chriss had one of the best performances of his young career , scoring 18 and recording six rebounds and two steals .	1	0	1	0	DET-ORG PROPN-ORG PROPN-PERSON NUM-DATE PUNCT-DATE NOUN-DATE PROPN-PERSON PROPN-GPE PROPN-PERSON PUNCT-.
The Houston Rockets ( 38 - 39 ) kept their season alive on Sunday with a 118 - 110 upset win over the Oklahoma_City Thunder ( 53 - 24 ) .	1	1	1	0	DET-ORG PROPN-ORG DET-EVENT PROPN-EVENT ADJ-ORDINAL PROPN-DATE DET-ORG PROPN-ORG NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
Dallas was playing its second game in as many nights and was without Dirk Nowitzki , but was able to band together to notch its 34th win of the season to keep pace in the West .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Paul Pierce was ejected from Saturday 's game after playing just 17 minutes .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
D ’ Angelo Russell led all scorers with 27 points on 11 - of - 19 shooting to continue his hot run of form .	1	1	1	0	PROPN-ORG PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-PERSON PUNCT-.
Andre Drummond had his worst game of the season , as he tallied just four points and eight rebounds in just 18 minutes of play .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Suns stormed back from an early 18 - point deficit to make the game competitive , but were unable to secure the victory .	0	1	0	0	PROPN-PERSON PUNCT-) PUNCT-.
Chris Bosh was ejected with 28 seconds left for arguing with the officials , but pitched in with his own near double - double , amassing 18 points , nine rebounds , four assists , a pair of blocks and a steal .	1	1	0	0	PROPN-GPE NUM-CARDINAL PROPN-ORG PUNCT-.
Rudy Gay stepped up in his absence though , as he amassed 20 points and 14 rebounds .	1	1	0	0	PROPN-DATE PROPN-PERSON NUM-CARDINAL PUNCT-.
Dwyane Wade notoriously struggles in back - to - backs and that was the case here , as he shot just 3 - for - 17 to accumulate eight points , five rebounds and four assists .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-TIME NOUN-TIME NUM-CARDINAL PUNCT-.
Bismack Biyombo did make his season debut after a one - game suspension , amassing just two points and three rebounds in 22 minutes off the bench .	1	0	1	0	PROPN-GPE DET-ORG PROPN-ORG PROPN-DATE PROPN-PERSON PUNCT-, PROPN-PERSON PUNCT-.
He did manage a season - best three buckets from beyond the arc on his way to an 18 - point , four - rebound , five - assist outing .	1	0	1	0	PROPN-DATE PUNCT-.
Of course , the always - dominant Paul George continued to establish himself as an MVP contender , recording 23 points and eight rebounds in the win .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL PUNCT-.
New_York dropped its second game in as many nights and both losses were ugly .	0	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON NOUN-TIME PUNCT-.
Marc Gasol continued his dominant 2014 - 15 campaign with 18 points , eight rebounds and two steals .	1	0	1	0	X-CARDINAL_COMPARISON PROPN-DATE PROPN-PERSON PUNCT-.
Roy Hibbert left the game after five minutes on the court with a sore right knee , going scoreless over his brief stint .	0	1	0	0	PROPN-ORG DET-ORG PROPN-ORG PUNCT-.
DeMar DeRozan continued his torrid scoring , as he led the team with 34 points , three rebounds and three assists .	1	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE NUM-CARDINAL PROPN-DATE PUNCT-.
Rookie Emmanuel Mudiay continued his good form , as he accumulated 16 points , eight assists , four rebounds , two steals and two blocks in the victory .	1	0	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON ADJ-ORDINAL PROPN-DATE PROPN-ORG PUNCT-.
They also gave up 20 turnovers as they were shocked back to reality after the break .	1	1	0	0	PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-GPE NUM-CARDINAL PROPN-GPE X-CARDINAL_COMPARISON ADJ-DATE NUM-DATE PUNCT-.
Gobert added his 11th double - double of the season behind 16 points and 14 rebounds , in addition to three blocks on 5 - of - 7 shooting across 33 minutes .	1	0	1	0	NUM-CARDINAL PROPN-PERSON NUM-CARDINAL NOUN-guard PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PROPN-PERSON ADV-DATE ADP-DATE DET-DATE NOUN-DATE NUM-CARDINAL PUNCT-) NUM-CARDINAL PUNCT-.
Detroit 's four - game winning streak came to an end Sunday , but it put up a valiant effort on the road against a playoff team .	0	1	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL NUM-TIME NOUN-TIME DET-ORG PROPN-ORG PUNCT-.
DeAndre Jordan consistently attacked the boards , recording 12 rebounds in 27 minutes , while Paul Pierce recorded 12 points and seven rebounds off the bench in his regular season debut with Los_Angeles .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG PART-ORG X-CARDINAL_COMPARISON NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-DATE NOUN-TIME PROPN-GPE PUNCT-.
The Pelicans lost Anthony Davis early in this game and couldn ’ t recover from that .	0	1	0	0	PROPN-PERSON NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Monroe was suspended for the first two games of the season , but in his regular season debut Saturday , he put up a double - double of 18 points and 11 rebounds in 30 minutes off the bench .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
The Jazz , meanwhile , entered the All-Star break with momentum , having won seven of their previous eight .	0	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-ORG PROPN-PERSON PROPN-TIME NOUN-TIME PUNCT-.
In only his second game of the season with the Mavericks , Rajon Rondo notched his first double - double with his new team , recording 13 points and 11 assists .	1	0	1	0	PROPN-ORG PROPN-PERSON PUNCT-.
The Rockets continued their stellar three - point shooting , knocking down 18 three - pointers on the night and shooting almost 57 percent from the field .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NOUN-ORG PUNCT-.
Marcus Smart drew a second straight start for Isaiah Thomas ( knee ) and produced eight points , eight assists , six rebounds and two steals .	1	0	1	0	DET-ORG PROPN-ORG DET-DATE ADJ-DATE NUM-DATE NOUN-DATE DET-DATE ADJ-DATE NOUN-DATE PROPN-ORG ADJ-ORDINAL PUNCT-.
Louis Williams broke his streak of five straight games with at least 20 points after finishing with 14 points on 3 - of - 12 shooting in 26 minutes off the bench .	1	0	1	0	X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
The Boston Celtics ( 29 - 36 ) snapped the Indiana Pacers ’ ( 30 - 35 ) seven - game winning streak , extending their own streak to four wins in the 93 - 89 victory .	1	1	1	0	X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
The Rockets evened their record at 3 - 3 and vault into a second - place tie with the Memphis Grizzlies in the Western_Conference ’ s Southwest Division .	0	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Cousins added two assists and a block to his team - high scoring total .	1	1	0	0	PROPN-GPE NUM-CARDINAL PROPN-GPE NUM-CARDINAL PROPN-PERSON PUNCT-.
Sunday 's 33 - point , 12 - rebound , 16 - assist outing was the 39th triple - double of Westbrook 's career and his second straight .	1	0	1	0	PROPN-PERSON ADJ-TIME NOUN-TIME PUNCT-.
Stephen Curry struggled with his shot , but still managed 17 points , nine rebounds and eight assists .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
The Wizards came into this game having lost five of their last seven games but they did not play like a team in a rut , in fact they played a stunning team game .	0	1	1	0	ADJ-ORDINAL PROPN-PERSON PART-PERSON ADJ-CARDINAL SCONJ-CARDINAL NUM-CARDINAL PROPN-PERSON ADJ-DATE NUM-DATE PROPN-PERSON PROPN-DATE NUM-CARDINAL X-CARDINAL_COMPARISON SYM-TIME NUM-TIME PROPN-TIME X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Kings took care of business on their home court en route to their 30th win of the season , which marked the first time since 2007 - 2008 , but the a bizarre final 10 seconds of play resulted in a double technical at the expense of Rajon Rondo and DeMarcus Cousins .	0	1	1	0	PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
He came two rebounds shy of a double - double , ending his streak at seven in a row .	0	1	1	0	NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PROPN-ORG PUNCT-.
Luol Deng had a strong game for the Heat as he tallied his eighth double - double of the season , with 20 points ( 9 - 17 FG , 2 - 4 3Pt ) and 11 rebounds , along with two assists , two steals and one block , in 38 minutes .	1	1	1	0	NUM-CARDINAL ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
The Spurs had to play this game without their only 2015 - 16 All-Star and it was clear they missed him .	0	1	1	0	PROPN-NORP X-CARDINAL_COMPARISON PROPN-PERSON PROPN-NORP X-CARDINAL_COMPARISON PROPN-NORP X-CARDINAL_COMPARISON PUNCT-.
They were on the right side of Lady Luck for a change Thursday , however , as the Bulls ( 19 - 21 ) were without Jimmy Butler and Nikola Mirotic due to illness .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
Greg Monroe had 12 points and 10 rebounds of his own , giving him his tenth double - double of the season .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PUNCT-.
The Nets , meanwhile , closed out a disappointing season with their tenth loss in a row .	0	0	1	0	ADJ-ORDINAL PROPN-GPE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PUNCT-.
Evan Turner was a bit overshadowed by Zeller 's rare feat , but he put together his own 14 - point , 10 - rebound double - double that also included four assists and a trio of steals .	1	1	0	0	PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE NUM-CARDINAL NOUN-straight NUM-CARDINAL PUNCT-.
It was Howard 's seventh double - double of the season , and featured his second - best shooting night of the campaign ( 88 percent ) .	1	0	1	0	PROPN-GPE NUM-CARDINAL PUNCT-.
The team seems to be slowing down , however , as Friday 's loss marked their sixth straight .	0	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
The Clippers continue to battle for playoff positioning and easy wins like this are a great momentum booster .	0	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON PROPN-ORG PROPN-NORP NUM-CARDINAL PUNCT-.
Johnson enjoyed the second - best outing of his rookie campaign with 15 points off the bench .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PUNCT-.
The Washington Wizards ( 34 - 26 ) snapped a six - game losing streak while extending the Detroit Pistons ’ ( 23 - 36 ) streak to three straight losses in their 99 - 95 victory .	1	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL ADJ-ORDINAL PROPN-DATE NUM-DATE PROPN-TIME NOUN-TIME DET-FAC PROPN-FAC X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
It was the second victory over Miami for the Bucks this season after emerging victorious in Miami 91 - 84 on Nov. 16 .	1	0	1	0	PROPN-PERSON PROPN-Noel ADJ-DATE ADP-DATE DET-DATE NOUN-DATE PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
E'Twaun Moore , starting at shooting guard with Jimmy Butler out with a knee strain , poured in 20 points on 8 - 12 shooting , including 4 - 5 from three - point range .	1	1	0	0	PROPN-ORG PROPN-PERSON PUNCT-.
For the second straight game , Chandler Parsons did n't play due to illness .	0	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-PERSON X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON ADJ-ORDINAL PROPN-DATE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PUNCT-.
Fortunately , they were back at full health Wednesday , with Kevin Love back after a one - game absence due to an illness .	0	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON PROPN-PERSON PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PROPN-GPE X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PUNCT-.
They continue to succeed with Pau Gasol struggling , as he has played 21 minutes or less for the third - straight game .	0	1	1	0	DET-ORG PROPN-ORG DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
JaMychal Green scored just six points on 2 - of - 8 shooting , but snatched down a career - high 18 rebounds in the win .	1	1	1	0	PROPN-PERSON PROPN-ORG PROPN-PERSON PUNCT-.
The Grizzlies continued to show their dominance this season with the 16 - point victory over the Clippers .	0	1	1	0	PROPN-NORP ADJ-ORDINAL ADV-ORDINAL PROPN-NORP NUM-CARDINAL PUNCT-.
Marcin Gortat managed 12 points for the fourth straight contest , and added 10 rebounds , an assist , a block and a steal .	1	0	1	0	PROPN-PERSON NUM-TIME NOUN-TIME PROPN-PERSON PUNCT-.
Jared Dudley returned to the Milwaukee rotation after missing Monday 's contest against the Hawks , a 101 - 88 loss in Atlanta .	1	1	1	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL PUNCT-.
Jordan Crawford came up big in his third game with the Pelicans , with 19 points on 7 - of - 12 shooting , including 5 - of - 7 from distance , in 27 minutes off the bench .	1	1	1	0	PROPN-PERSON NUM-CARDINAL ADJ-ORDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
Arron Afflalo continued his solid stretch of shooting with 18 points on an 8 - for - 16 effort from the field .	1	0	1	0	PROPN-ORG NUM-CARDINAL X-CARDINAL_COMPARISON PART-ORG PROPN-ORG PUNCT-.
LaMarcus Aldridge continued to show off his new three - point shot , coverting one 1 - of - 3 attempts from beyond the arc and finishing with 22 points in 38 minutes .	1	0	1	0	NUM-TIME NOUN-TIME PUNCT-.
Jason Thompson returned to Earth after recording his first 20 - 20 game in Cousin 's absence on Saturday , posting just four points and seven rebounds in 28 minutes .	1	1	1	0	PROPN-ORG PROPN-PERSON NUM-CARDINAL PUNCT-.
Jae Crowder got the start again at small forward , but managed just seven points and three rebounds in 22 minutes of action .	1	0	1	0	PROPN-DATE PROPN-GPE ADJ-ORDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Westbrook added 12 assists and 11 rebounds to notch his 19th triple - double of the season , which is a career - high for him .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADV-ORDINAL PUNCT-.
He recorded his second triple - double of the season with 25 points , 14 assists and 11 rebounds .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL DET-DATE NOUN-DATE PUNCT-.
Utah ( 15 - 10 ) continues to play shorthanded and they just keep adding wins to their tally .	1	0	1	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL NUM-PRODUCT PROPN-PERSON PUNCT-.
The Knicks ( 21 - 29 ) checked in to Tuesday 's game without two of their most important pieces , as Derrick Rose ( ankle ) and Kristaps Porzingis ( illness ) were unable to take the court .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
In Butler 's absence , it was Dwyane Wade who paced the Bulls , tallying 22 points , three rebounds , three assists and two steals .	1	1	0	0	PROPN-PERSON PART-PERSON PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON PROPN-ORG PROPN-PERSON NOUN-TIME PUNCT-.
The Atlanta Hawks ( 21 - 13 ) prevailed over the Houston Rockets ( 17 - 16 ) in a wild back - and - forth affair , 121 - 115 on Tuesday .	1	1	0	0	DET-DATE NOUN-DATE ADJ-DATE NOUN-DATE PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
20 - year - old standout Kristaps Porzingis continued his memorable rookie campaign by leading the Knicks with 26 points , six rebounds , two assists and two steals despite amassing six personal fouls over nearly 27 minutes .	1	1	1	0	ADJ-ORDINAL PROPN-ORG ADJ-ORDINAL NUM-CARDINAL PROPN-GPE X-CARDINAL_COMPARISON PUNCT-.
His only blip on the box score came from a 1 - of - 7 shooting night from behind the arc , which is not expected for the rest of the season .	1	1	0	0	X-CARDINAL_COMPARISON DET-DATE ADJ-DATE NOUN-DATE X-CARDINAL_COMPARISON PUNCT-.
James Harden recorded his 16th triple - double of the season , as he collected 38 points , 10 rebounds and 11 assists .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-PERSON X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
Green recorded a season - high 30 points with eight rebounds , two steals and an assist in 31 minutes off the bench , as the Grizzlies won for the 10th time in their last 11 at home .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
The Raptors ( 38 - 26 ) are 5 - 2 since the All-Star break , as they continue to patch things together without Kyle Lowry .	1	0	1	0	PROPN-PERSON PUNCT-.
Paul Pierce returned from a one - game absence with a toe injury to put up 14 points in 32 minutes .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
The Sixers ( 17 - 28 ) had won eight of 10 headed into this game , but a matchup with the Rockets is a tough task these days .	1	0	1	0	PROPN-GPE DET-ORG PROPN-ORG PROPN-DATE NUM-DATE PROPN-GPE PUNCT-.
Derrick Favors was able to score 21 points ( 10 - 17 FG , 1 - 2 FT ) and grab 15 rebounds , marking his sixth double - double of the season and second in as many games .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PROPN-PERSON ADJ-DATE NUM-DATE PUNCT-.
Jamal Murray saw 14 minutes of action after dealing with soreness in his foot , but only contributed three points on four shots .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL PROPN-ORG PROPN-PERSON PUNCT-.
Jeremy Lin stepped up in their absence with 18 points , three rebounds , six assists , four steals and two blocks in 29 minutes .	1	1	0	0	ADJ-DATE PUNCT-DATE NOUN-DATE NOUN-TIME NUM-DATE NUM-CARDINAL PUNCT-.
The 24 - year - old also drained a season - high seven three - pointers on 50 percent shooting overall from beyond the arc , leading a furious second - half comeback by the Celtics that ultimately fell short .	1	1	1	0	PROPN-PERSON PROPN-Young ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Austin Rivers got his second consecutive start in place of Eric Gordon , but scored just four points , adding three assists in his 29 minutes .	1	0	1	0	PROPN-GPE X-CARDINAL_COMPARISON PROPN-PERSON NUM-CARDINAL PUNCT-.
The Nuggets did get some positive injury news , however , as Emanuel Mudiay ( back ) returned following a five - game absence , and while it was reported that he would be on a 20 - minute restriction , Mudiay ended up playing 26 minutes and had a solid all - around game , recording 14 points , seven assists and six rebounds .	1	1	1	0	PROPN-PERSON ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL PROPN-DATE PUNCT-.
